,wantedauthno,company,busino,title,saltpnm,sal,minsal,maxsal,region,holidaytpnm,minedubg,maxedubg,career,regdt,closedt,infosvc,wantedinfourl,wantednobileinfourl,zipcd,strtnmcd,basicaddr,detailaddr,emptpcd,jobscd,smodifydtm,prefcd
70,K151122012100054,수요양원,1358034166,병점동 수요양원에서 함께 일하실  요양보호사 구인...,월급,195만원 ~ 200만원,1950000,2000000,경기 화성시,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151122012100054,,18405,415903210046,경기도 화성시 병점1로 218,씨네샤르망 B동 902호,10,550103,202012101747,12|13
71,K140022012100056,중원건설(주),2148889505,건축시공기술자 모집,월급,200만원 ~ 250만원,2000000,2500000,대구 남구,주6일근무,대졸(2~3년),석사,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140022012100056,,42490,272004232237,대구광역시 남구 앞산순환로93길 20-27,,10,016100,202012101747,
72,KJSU002012100003,행복마을복지센터,6118025778,★주간보호 요양보호사 구인,월급,179만원 ~ 179만원,1795310,1795310,경남 합천군,주5일근무,학력무관,박사,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJSU002012100003,,50205,488904844579,경상남도 합천군 야로면 창동청계길 44-1,행복마을복지센터,10,550103,202012101747,12
73,K141112012100033,스페이스타임,4041293311,수원/평택/안성  다기능공 구합니다,월급,250만원,2500000,0,경기 화성시,주6일근무,학력무관,대졸(4년),경력,20-12-10,20-12-11,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K141112012100033,,18334,415903012004,경기도 화성시 봉담읍 삼천병마로 853-4,,10,702901,202012101747,
74,KF11152012100004,여수시노인복지회관,4178203609,노인맞춤돌봄서비스 사업 생활지원사 모집,월급,113만원 ~ 235만원,1137090,2350000,전남 여수시,주5일근무,대졸(2~3년),대졸(2~3년),경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11152012100004,,59672,461304646951,전라남도 여수시 학동서4길 58-16,,21,232901,202012101747,
75,K131532012100005,다소니재가노인복지센터복지센터,5558001966,요양보호사 채용,시급,10800원 ~ 10810원,10800,10810,경남 고성군,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131532012100005,,52901,488203342028,경상남도 고성군 영오면 옥천로 1493-6,,10,550104,202012101747,
76,K140142012100026,주식회사범우,5028187614,cctv 및 출입통제 통신공사 직원 모집합니다.,연봉,3000만원,30000000,0,대구 북구,주5일근무,대졸(2~3년),대졸(4년),경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140142012100026,,41475,272303018037,대구광역시 북구 호국로 251,3F 강남센터 (주) 범우,10,832901,202012101746,13
77,KJK4002012100012,포천소방서,1278307499,기간제 근로자 (대체인력- 구급)채용,월급,250만원 ~ 300만원,2500000,3000000,경기 포천시,,학력무관,대졸(4년),관계없음,20-12-10,20-12-15,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJK4002012100012,,11154,416503000136,경기도 포천시 군내면 호국로 1538,1538,20,307100,202012101757,
78,K150122012100055,나눔레이저,4032500634,레이저기사(오퍼레이터) 긴급 모집합니다.,월급,250만원 ~ 250만원,2500000,2500000,인천 서구,주5일근무,학력무관,박사,경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K150122012100055,,22856,282604855150,인천광역시 서구 북항로193번길 50,나눔레이저,10,813212,202012101746,13
79,K170052012100059,다산에너지,3148653230,전기설계 기술사 구합니다.(설계가능자),연봉,5000만원,50000000,0,대전 유성구,주5일근무,대졸(2~3년),석사,경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K170052012100059,,34025,302003167072,대전광역시 유성구 테크노2로 187,미건테크노 월드 2차 a동 307호,10,153104,202012101746,
80,K151122012100053,빅트리어린이집,5028024247,12월부터 함꼐 근무할 보육교사 선생님을 모십니다...,월급,179만원 ~ 180만원,1795310,1800000,경기 수원시 장안구,주5일근무,고졸,대졸(4년),신입,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151122012100053,,16334,411114322321,경기도 수원시 장안구 정자천로189번길 47,관리동 1층,10,232100,202012101746,
81,K131212012100070,(주)월드바이오텍,1258701288,생산관리직 단순 제조 사원 모집합니다.,월급,180만원 ~ 250만원,1800000,2500000,울산 울주군,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K131212012100070,,44999,317103172030,울산광역시 울주군 온산읍 화산로 121-5,,10,851102,202012101746,
82,KJDI002012100008,아크로델리,5943300648,주방 조리 및 매장 관리 직원 모집,월급,230만원 ~ 250만원,2300000,2500000,인천 연수구,주6일근무,학력무관,대졸(4년),경력,20-12-10,채용시까지  20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJDI002012100008,,22008,281852152002,인천광역시 연수구 아트센터대로 203,..,10,531201,202012101746,
83,K140022012100055,재단법인 한국나눔장학재단,6718200093,[재] 한국나눔장학재단 TM팀 정규직 채용,월급,240만원,2400000,0,대구 서구,주5일근무,고졸,박사,경력,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140022012100055,,41791,271703143002,대구광역시 서구 달서로 115,,10,029202,202012101746,
84,K171222012100013,진성로프(주),2908600679,엘리베이터부품제조회사 생산직 모집(대리급),연봉,2633만원,26334000,0,충북 충주시,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K171222012100013,,27454,431302246001,충청북도 충주시 신니면 중원대로 5889,진성로프(주),10,821200,202012101745,
85,KF11652012100004,구립한빛어린이집,3358000214,어린이집 조리사,월급,180만원 ~ 200만원,1800000,2000000,서울 강동구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11652012100004,,05259,117404172075,서울특별시 강동구 구천면로55길 35-1,,10,531203,202012101745,12
86,K171222012100012,진성로프(주),2908600679,엘리베이터부품제조회사 생산직 사원 모집(정규직),연봉,2154만원,21543720,0,충북 충주시,주5일근무,학력무관,고졸,관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K171222012100012,,27454,431302246001,충청북도 충주시 신니면 중원대로 5889,진성로프(주),10,890000,202012101745,
87,K160042012100045,위드데이케어,1358294173,(주간보호센터) 위드데이케어 요양보호사 모집,월급,179만원,1795310,0,광주 광산구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,20-12-30,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K160042012100045,,62277,292004289610,광주광역시 광산구 첨단중앙로106번길 65-7,4층,20,550103,202012101744,12|13
88,KJLP002012100001,소망노인요양원,3538001211,소망노인요양원 요양보호사,월급,198만원 ~ 198만원,1980000,1980000,강원 평창군,주5일근무,학력무관,대졸(2~3년),신입,20-12-10,21-01-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJLP002012100001,,25366,427603219074,강원도 평창군 방림면 서동로 659-79,,10,550103,202012101744,
89,KF11052012100009,재단법인육영재단어린이회관,2078200136,영미권 원어민 유치원 보조교사 구인,시급,30000원,30000,0,서울 광진구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11052012100009,,143847,112153005024,서울특별시 광진구 광나루로 441,어린이회관,21,214106,202012101744,
90,K140112012100024,주식회사 리크온,3538100882,주식회사 리크온의 경영지원부 경력직 채용 공고,월급,185만원 ~ 200만원,1850000,2000000,대구 수성구,주5일근무,학력무관,대졸(4년),경력,20-12-10,채용시까지  20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140112012100024,,42146,272603007004,대구광역시 수성구 동대구로 167,3층,10,027200,202012101743,
91,K163022012100005,(주)씨앤에스자산관리,1028119575,시설팀 기계과장 구인,월급,270만원 ~ 290만원,2700000,2900000,제주 서귀포시,주5일근무,학력무관,석사,경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K163022012100005,,63642,501303350503,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234,,20,814002,202012101743,
92,K151342012100035,꿈에그린요양원,3138274613,간호사 채용,월급,220만원,2200000,0,경기 안양시 동안구,주5일근무,대졸(2~3년),대졸(4년),경력,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151342012100035,,13955,411734349038,경기도 안양시 동안구 경수대로883번길 76,,10,304002,202012101743,
93,KJK6002012100021,에이치디씨아이서비스(주),1148171782,미화원 모집,월급,179만원 ~ 179만원,1795310,1795310,경기 화성시,주5일근무,중졸,석사,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJK6002012100021,,18465,415903352115,경기도 화성시 동탄물류1로 13,쿠팡동탄물류센터,20,561101,202012101746,
94,KJKR002012100018,예주산업(주),1088146726,불광동 아파트 미화원 채용,시급,8590원,8590,0,서울 은평구,주5일근무,학력무관,박사,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJKR002012100018,,03356,113803000008,서울특별시 은평구 통일로 780,.,20,561101,202012101745,B
95,KF11222012100003,(주)두잉씨앤에스,1208114786,소노벨 천안 오더테이커 채용,월급,190만원,1900000,0,충남 천안시 동남구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,20-12-31,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF11222012100003,,31246,441313249039,충청남도 천안시 동남구 성남면 종합휴양지로 200,소노벨천안,10,026103,202012101745,12|13
96,KJFA002012100001,주식회사 거룩,6508801909,[쿠팡 대전2캠프]택배차량 방역원 모집,시급,10000원,10000,0,대전 대덕구,,학력무관,대졸(2~3년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJFA002012100001,,34369,302304304258,대전광역시 대덕구 생산5길 14,쿠팡 대전2캠프,21,561302,202012101742,
97,K140062012100018,주식회사한준건설,1298129914,직영 근로자 채용,일급,100000원 ~ 115000원,100000,115000,대구 달성군,주6일근무,고졸,대졸(4년),관계없음,20-12-10,20-12-23,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K140062012100018,,42907,277103148013,대구광역시 달성군 다사읍 다사로 363,336번지 한준건설 사무실,20,706000,202012101742,
98,KJLD002012100003,스마일재가센터,3678001428,방문 요양보호사 모집,시급,11000원,11000,0,강원 동해시,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJLD002012100003,,25803,421703221043,강원도 동해시 효자로 671-1,2층,10,550104,202012101825,
99,KF10132012100003,주안실버재활데이케어센터,3978001564,재가요양보호사 구인,시급,11000원 ~ 11000원,11000,11000,인천 미추홀구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,21-02-06,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF10132012100003,,22132,281773008014,인천광역시 미추홀구 주안로 91-1,인근,10,550100,202012101742,12
100,K172122012100023,아이에스이엔지,1211380640,[경력]mct / cnc 가공 작업자 모집,월급,250만원 ~ 300만원,2500000,3000000,충남 아산시,주5일근무,학력무관,박사,관계없음,20-12-10,21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K172122012100023,,31409,442004559709,충청남도 아산시 둔포면 이화길 222-8,아이에스이엔지,10,813200,202012102011,
101,KJDE002012100012,더이음재가복지센터,5068035523,5등급치매교육이수자,시급,10800원 ~ 14000원,10800,14000,세종,주5일근무,학력무관,석사,관계없음,20-12-10,채용시까지  21-01-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KJDE002012100012,,30054,361103251037,세종특별자치시  장군면 장척로 274,하나로마트근처 빌라,10,550104,202012101939,12|B
102,K141112012100037,모던산업가스(주),3638100730,현장관리 및 충전관련 직원채용,연봉,2700만원 ~ 2700만원,27000000,27000000,경북 포항시 남구,주5일근무,학력무관,대졸(4년),관계없음,20-12-10,20-12-24,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K141112012100037,,37855,471113303030,경상북도 포항시 남구 연일읍 연일로 342-7,모던산업가스 주식회사,10,851200,202012101924,
103,K151572012100029,(주)아이존아이앤디,5448801088,브라켓 및 거치대 영업관련 유경험자 모집,연봉,2600만원,26000000,0,경기 남양주시,주6일근무,학력무관,대졸(4년),경력,20-12-10,20-12-26,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151572012100029,,12139,413604391679,경기도 남양주시 진건읍 진관로311번길 13-30,,10,612407,202012101853,
104,K151572012100028,(주)아이존아이앤디,5448801088,물류 및 창고 관리자 모집,연봉,2500만원,25000000,0,경기 남양주시,주6일근무,학력무관,대졸(4년),관계없음,20-12-10,20-12-26,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151572012100028,,12139,413604391679,경기도 남양주시 진건읍 진관로311번길 13-30,,10,028307,202012101851,
105,KF10232012100003,백세재가노인복지센터,5318000321,재가요양보호사 모집,시급,10850원,10850,0,경기 광명시,주6일근무,학력무관,박사,관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF10232012100003,,14328,412103187034,경기도 광명시 성채로 36,4단지,11,550104,202012101845,12
106,K151812012100039,큰맘할매순대국,8262001016,주방장님 찾습니다!,월급,200만원 ~ 200만원,2000000,2000000,경기 고양시 일산동구,주5일근무,고졸,대졸(4년),경력,20-12-10,20-12-25,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=K151812012100039,,10401,412854379188,경기도 고양시 일산동구 중앙로1275번길 38-5,104호 큰맘할매순대국,20,531200,202012101839,
107,KF10232012100002,백세재가노인복지센터,5318000321,방문목욕 재가요양보호사 모집,시급,15000원,15000,0,경기 광명시,,학력무관,대졸(4년),관계없음,20-12-10,채용시까지  21-02-09,VALIDATION,http://www.work.go.kr/empDetailRedirect.do?wantedAuthNo=KF10232012100002,,14329,412103187034,경기도 광명시 성채로 37,4단지,11,550103,202012101824,12
